Question	Answer	Source	Metadata	SuggestedQuestions	IsContextOnly	Prompts	QnaId	SourceDisplayName
Qual é o tipo de vendedor do Chevrolet Cruze LTZ AT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Nissan Micra XL?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do BMW 5 Series 520d Luxury Line?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ciaz ZDi SHVS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra XUV500 W6 2WD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ertiga SHVS ZDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti S-Cross Facelift?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mercedes-Benz New C-Class C 220 CDI BE Avantgare?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Omni LPG CARGO BSIII W IMMOBILISER?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna i (Petrol)?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Renault Logan 1.5 DLS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Optra Magnum 2.0 LS BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio S11 BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 Active 1.2 SX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti SX4 Celebration Diesel?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Grand i10 Magna?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Alto LXi BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i10 Era?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Innova 2.5 V Diesel 7-seater?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Mobilio V i DTEC?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Innova 2.5 G (Diesel) 7 Seater BS IV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indica Vista TDI LS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Beat Diesel LS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Figo Petrol Titanium?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Innova 2.5 VX (Diesel) 8 Seater?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Grand i10 1.2 CRDi Asta?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Datsun GO Plus T Option Petrol?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Omni MPI STD BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Fiesta Classic 1.4 SXI Duratorq?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Elite i20 Asta Option BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro Xing GL Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Sumo GX TC 7 Str BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Jazz S?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ertiga SHVS ZDI Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Sumo SE Plus BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift ZDi BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ertiga VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 1.4 Magna ABS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Getz GL?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Wagon R LX BS IV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 1.2 Spotz?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Alto 800 VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 Asta (o)?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna 1.6 SX CRDi (O)?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Xylo D2 BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Bolero SLX 2WD BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ertiga VXI ABS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Brio 1.2 E MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Etios Liva G?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Alto 800 LXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift Dzire 1.2 Vxi BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio VLS AT 2.2 mHAWK?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Bolero SLX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Tiago 1.2 Revotron XZ?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Marazzo M8 8Str?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Renault Duster 110PS Diesel RxL?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Spark 1.0 LT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Baleno Alpha?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai EON 1.0 Kappa Magna Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna 1.4 VTVT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Sail 1.2 LT ABS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Bolero Power Plus Plus AC BSIV PS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Baleno Sigma 1.2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti A-Star Vxi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Datsun GO A?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Skoda Yeti Ambition 4WD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Zen LXi BSII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna CRDi 1.6 EX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do BMW X1 sDrive 20d Exclusive?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Tavera Neo 3 10 Seats BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mitsubishi Outlander 2.4?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Baleno Alpha 1.3?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio 2.6 Turbo 9 Str?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Baleno Vxi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indica DLX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indica LSI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Etios Liva GD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Nano STD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Grand i10 Sportz?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio S7 140 BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Volkswagen Polo Petrol Comfortline 1.2L?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Xcent 1.1 CRDi Base?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift VXI with ABS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Zest Quadrajet 1.3 XM?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Alto K10 VXI AGS Optional?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio SLE BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro Xing GLS CNG?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Cruze LTZ?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Figo Diesel Celebration Edition?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Renault KWID RXT Optional?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Renault KWID 1.0 RXT Optional?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Skoda Rapid 1.5 TDI AT Style BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Spark 1.0?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Fiesta 1.6 ZXi Duratec?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Manza Aura Quadrajet BS IV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift VVT VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 Sportz Petrol?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Zen Estilo VXI BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Innova 2.5 G (Diesel) 8 Seater BS IV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Tiago 1.2 Revotron XZA?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Vitara Brezza ZDi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift VXI BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift VXI BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 Active 1.2 S?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro GLS I - Euro I?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Safari Storme VX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio REV 116?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Datsun GO Plus A?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Fortuner 4x4 MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Ecosport 1.5 DV5 MT Titanium?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra XUV500 W11 AT BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Supro VX 8 Str?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Endeavour 2.5L 4X2 MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra KUV 100 D75 K2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift Glam?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata New Safari DICOR 2.2 EX 4x2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Brio 1.2 VX MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Sail Hatchback LS ABS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Tiago NRG Petrol?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ritz VDi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Vitara Brezza ZDi Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro Era?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda City i-DTEC V?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna 1.6 CRDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Wagon R VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Volkswagen Jetta 2.0 TDI Trendline?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Volkswagen Polo 1.5 TDI Highline?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Audi Q5 2.0 TDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Omni E MPI STD BS IV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Brio S Option AT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Figo 1.2P Ambiente MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Nano Lx?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indigo LS Dicor?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indica Vista Terra 1.4 TDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Zen VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Beat LS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift VDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Wagon R AMT VXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra TUV 300 T4 Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti 800 AC BSII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro Magna BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Zest Revotron 1.2 XT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra XUV500 W11 Option AT AWD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Volkswagen Polo Diesel Trendline 1.2L?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna CRDi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indica Vista Quadrajet LX?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Renault Duster 85PS Diesel RxL?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i10 Era 1.1?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift Dzire ZDI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Ford Figo Diesel ZXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Wagon R LXI BSIII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Swift Ldi BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Volkswagen Vento Diesel Highline?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Datsun GO Plus T Option BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Alto K10 VXI Airbag?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai EON LPG Magna Plus?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Bolero DI DX 7 Seater?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ertiga BSIV ZXI?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda BR-V i-VTEC S MT?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Etios VD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Santro Xing GLS Audio LPG?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda WR-V i-DTEC V?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Skoda Laura L n K 1.9 PD?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Ritz LDi?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Xylo D2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda City i DTEC S?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Scorpio 1.99 S4?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Baleno Alpha 1.2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Indigo Grand Dicor?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Toyota Fortuner 2.8 4WD AT BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai Verna VTVT 1.6 AT SX Option?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mercedes-Benz GL-Class 350 CDI Blue Efficiency?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti SX4 Vxi BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Hyundai i20 Sportz 1.2?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Gypsy E MG410W ST?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Nexon 1.5 Revotorq XZ?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Mahindra Verito 1.5 D4 BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Tavera LS B3 7 Seats BSII?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Chevrolet Optra Magnum 2.0 LS?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Maruti Eeco 5 Seater Standard BSIV?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Honda Civic 1.8 MT Sport?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
Qual é o tipo de vendedor do Tata Hexa XT 4X4?	O veículo está sendo vendido por um Particular.	qa_car_1.tsv		[]	False	[]	5286	qa1
